review_id,user_id,business_id,stars,useful,funny,cool,text,date,Sentiment
nzwBMHr9Wtj5Ofo0sdGi1g,pz4fmqWGeoKsdR7O4axjcw,Ei5HBqe012ImhqEr2ZH2gg,5,1,0,1,"Fiamme Pizza is like Famous Pizza, the staff is very friendly and special. Staff will treat you as there family friendly experience. Be our guest and go to Fiamme  pizza!  You can watch the amazing and unique chef cooking hand made pizza. Great show anyways. 
I love Fiamme Pizza",02-09-2020 05:15,1
BnawyvuS030LHSsHy2Vg4Q,_6j6uCisr8DNewdBlZKAdQ,Ei5HBqe012ImhqEr2ZH2gg,5,5,0,3,"I'm glad they still were open for takeout while the Corona virus mitigation plan kept dine in closed. I forgot this tidbit of information, but the owner has done very well at interntional pizza tossing competitions if I'm describing the event correctly. When I arrived to place a takeout order I was glad to see that they were busy. My order took about 15 minutes to get made which pretty quick in my opinion. The pizza was excellent. The crust was thin, but good flavor and crunchy outside. The  pizza was greater than the sum of it's parts. This place is great and I will definitely be back.",3/19/2020 2:10,1
cn1EGd9FPQ-pAR5qW4KaMQ,lSeA9DYD7HDP5kPipWuUiw,rd5OW7v_vqlh6vVoQdLEhQ,5,0,0,0,"If you're looking for fresh ingredients and flavorful, quality food that meets any dietary restrictions- this is the place.  Don't miss it!  We will be back again soon!!",07-07-2020 03:03,1
EMaL-s9_SAiNXEFlyejVJg,EDjCZb42EiWrcVkKNYzbhQ,lS1dmSXpAtQqT04eRm9kiA,5,0,0,0,"If you're on university craving pizza, this is the place to go. We got the large pie with one topping and got a complementary side of garlic parmesan bites. The pizza was not too doughy and the sauce was just right.  They sell pizza by the slice and a build your own pie option which is great if you have a group with a lot of different tastes. They have wings, tots, and fries. You can place an order through their website as well.",4/26/2020 22:46,1
kMsfDZT5C5ceOoGfsiXH4g,eQvudApFZQ_eZPm1YQqKgg,Ei5HBqe012ImhqEr2ZH2gg,5,0,0,0,"This is the BEST pizza in Tucson and that's from a NYC girl! Thin crust with great different toppings. Gluten free crust is also available, but we haven't tried it. We have done takeout for the past 4 months. Do NOT put the box in the oven to rewarm the pizza.  It gets soggy. Put it on a cookie sheet. We always get a large and freeze half of it. It freezes well. The Arugula salad is delicious. It has pine nuts, tomatoes and parmesan cheese and is tossed in a delicious lemon vinaigrette. Give Fiamme a try. We love it!!",9/21/2020 18:02,1
1a3Vj7RBBF1bLR0zHvXw8w,NKRgQwaKNbRXXSj2Nf9YLw,Ei5HBqe012ImhqEr2ZH2gg,4,1,0,2,"Small pizza shop, but you can watch the guys through the front window pressing out and tossing the dough, and dressing the pizzas. The crust is delicious - chewy and crispy at the same time (thanks wood fire!). We got the Carciofi e Pesto and the Ortolana, both great veggie options! Can't wait to take advantage of the Margherita Mondays (half price Margherita pizza with any purchase on Mondays)!",6/29/2020 2:32,1
qbHS6EY2lZreCy9Ii8mZgg,ClzauXO1iXN8hg2nA52W-A,B10mqANgHvL8gBteo1UhAA,2,2,1,0,"Ok, so I know this place is ""old school"", and I'm ok with that.  But the basics are the basics.  They really need to step up their game.  

Service:   Slow

Dinner: I ordered old fashioned spaghetti and meat balls..hard to mess up. The Caruso sauce was literally watery, the meatballs were so-so at best, and the garlic bread was bland.  How can garlic bread be bland???  The homemade sausage wasn't half bad, I'll give them that. And the manicotti was very good. 

Desert: The tiramisu didn't even have any coffee liquor (or if it did u could tell), and the Cannoli had a great big gaping hole in it; they didn't even bother to completely fill it. 

This place may have been good at one time, but now it's riding only in its history.   The actual food is not impressive.",2/26/2020 4:26,0
2aFhJsoFUZYfcGe-ESD3vQ,gXN8Syb33CrpWwOBTVzCrQ,Y6heWJJ9AmEL58fZwgi9YQ,5,0,0,0,"Tried it for the first time since it's about a mile from my house and been looking for an alternative to Olive Garden for Italian food. 

I got the chicken Parmesan and was impressed! Spaghetti noodles were a perfect consistency. The chicken was perfectly grilled on the outside and juicy on inside. Ample amount of cheese. 
They even brought it right to my car and it was still piping hot, which was nice.

All in all, loved the dish and will def come again to try something else. I'll probably go for the wings next time!",6/20/2020 20:37,1
1ekvesYirkrCkY57NugkXw,o-JLyK_Bqmrg295dWgYsCQ,7-cD0S7vJlUOuTpF2vQLOQ,1,0,0,0,If I could give zero stars I would! I placed an online order (have proof and proof of it being taken out of my bank account). My husband goes to pick up the order and they say it's not in the system. Apparently they were extremely rude  to my husband and would not refund us or anything! I plan on talking with the main office. Avoid this place at all costs!! They suck!,1/23/2020 22:33,0
oA5BLoZcVV6AqSzk4c2PkQ,Mr_vxdwWcICikVdqVLll8Q,SbdL-8NSmTWgSwdGZBa7WQ,5,1,0,1,"We order here for pick up / delivery all the time! Household favorite. They're 1/4 or 1/2 mile from ya so it's very convenient, and we continually choose this family-owned spot over any of the big brands. 

My order is the vegan mozzarella pizza with red onion, bell pepper, and garlic. The vegan option is SOOO GOOD.   Perfect crust and the cheese is puffy and melty and soft. 

My partner orders roasted chicken, mozzarella, tomatoes, mushrooms. 

Thank you, Fresco!",3/16/2020 3:32,1
20K-rfUeeG5gOjToa8fDNw,lx0tLhpSCjJ6sQBOy6KpzQ,B10mqANgHvL8gBteo1UhAA,5,1,0,0,"Our waiter was named Lee, he was very attentive and eager to serve us. We had an absolutely wonderful meal, even with minor set backs such as a ravioli mix up. He immediately took care and recognized the problem and resolved it with the right order. My glass was cracked and leaking (was not his fault) and he changed and apologized for the mistake. It's servers like him, that keep me wanting to come back for more. He made great recommendations to order and I was very pleased with the delicious food as well.",07-11-2020 21:23,1
ZbH5iyRGx3di7YqofH1NyQ,PJ_SAubo8g40X2H0Bg2AQw,Ei5HBqe012ImhqEr2ZH2gg,1,0,2,0,"Have to go thru a 3rd party to get delivery....takes to long, ended up ordering from someone who had their shit together. If you're a pizza place hire a driver and quit being so cheap.",5/13/2020 20:48,0
XJrUuvIlPV6zKTdem-co_g,cKUrqadzzlhpXCWCc57KFw,QdQpt47Xg6GXZfJm-Kaebw,2,0,0,0,"Gave these son of guns a 2 star because the chicken bacon ranch pizza is a dank. If you don't feel like picking toppings this is the pizza. Other than that, you guys suck. I ordered a small, thinking it was like a Pizza Hut small, and this thing was the size of a paper plate. It looked like one of those personal Red Baron pizzas you toss in the microwave. On top of being disappointed about their size portions the two geniuses they have running the show blooooow. I had to argue with the dude that I was missing something after I showed him the receipt and everything he gave me. It was like trying to convince someone that 2+2=4 but Felipe wasn't havin' it. And you guys want to be paid $15 an hour? Suck my left nut. You guys deserve the 1990s minimum wage",04-06-2021 07:21,0
gNlsgyhC8mGQTKXRbhyl0Q,kLkCrafbxLMwMBLMuhvJlw,Bb5YSi_C9p4Sp6eD4ZCSVQ,5,0,0,0,"Oh my God, Piezanos Rustic Pizza and Wine was excellent. Great mood. What I really wished to try here was Caprese Salad, and I am really happy that I did, it was absolutely delightful. Team is super pleasant and will help you with anything. Certainly recommended.",01-07-2021 22:37,1
ic3C0go8ndWw3juET54y6A,cVDsZNOsImv_jhtDQvEcjQ,SbdL-8NSmTWgSwdGZBa7WQ,5,1,0,0,"We ordered a little bit of everything and all of it was spectacular! I'll be ordering from them again, it was the perfect dinner. Thank you",7/26/2020 2:57,1
FgC-JLb0hvhaHextmgWOgw,WIW_aAP5tkFTxlMSSeiV-w,QdQpt47Xg6GXZfJm-Kaebw,1,0,0,0,I ordered from Grubhub and my order never showed up and after several phone calls it still never showed up. Then i called hungry homies and they had no record of my order.  Note to self...never use Grubhub and find another hungry howies to order from.,01-08-2020 03:33,0
zMr536tqykOeRr2oaxKXFg,OQaneFUkS1rJJvqfUzjb6g,EFmE-uiATwFD7nAiBWeW9g,5,0,0,0,"We ordered our pizza  from the Little Ceasar's APP while we were out & about running errands. Our online order process was very easy. We stayed notified of when our order was ready and how to use the self service pizza portal. This location was fast, fresh, accurate and easy in & out service!! We definitely can recommend this Little Caesar's location for all! Thanks L.C. team & keep up the good work!",08-09-2020 22:56,1
gFt45_JmI_0xiprBhEQVdQ,12aZDO5SJjHa0zlAFjkhYQ,Y6heWJJ9AmEL58fZwgi9YQ,2,0,0,0,"It's a nice place with decent service. But the pasta dishes were not good
 The penne Ala vodka came out on the cold side and the sauce wasn't to my liking",2/13/2021 2:47,0
nMXo60NImb9MOVqZuj14-Q,HuvQoWqM3-CWX0cdBmGgzw,lS1dmSXpAtQqT04eRm9kiA,5,1,1,1,Best pizza ever. The pesto pizza is delicious. Looking forward for them to open back.,5/26/2020 4:51,1
J76DYkD2qpGlz1SBSfwagw,82d9Bp432m-jfii4uc1g3w,B10mqANgHvL8gBteo1UhAA,5,1,0,0,"I was there last night for dinner the place was packed I had an amazing antipasto salad, and pasta with clams, mussels, scallops and shrimp. The service was very efficient and very nice. And the garlic bread was amazing.",03-02-2020 01:08,1
aEtxBgXI97cYjwHw-K5ODw,hRqYxBmpQd_-gA5f1o0eFw,Y6heWJJ9AmEL58fZwgi9YQ,4,0,0,0,"Wow the expansion is great.  Extra room is well done.  Good Bar decent beer selection.  Always thought the pizza was one of the better ones in Tucson.   I'm a Cheese / Sausage / Onion guy thin crust.  High top tables with room for 8.   Still figuring out the wait staff I think but once we got someone over, service was good.   Wife likes the Wings.   Good Spot.",03-06-2020 00:01,1
ij5Zuow5XSCRmyOP-xvYRA,hQlReAFKNWnie0MB59AZwA,Ei5HBqe012ImhqEr2ZH2gg,5,1,0,2,"Neapolitan style wood fired pizza!!  Crisp crust, perfect rich flavors on the Ortolana white pizza, with mushrooms, artichoke hearts, arugula and added anchovies. $30 for a shared salad, pizza and gelatos. Watching pies hauled out of the oven is entertaining too. Make a reservation to avoid a wait. Oh. And service is excellent",1/28/2020 15:02,1
uQW70KXshW9cuyXmdQ0FaQ,r5Y84j1lIveuEHpuKMIgrQ,rd5OW7v_vqlh6vVoQdLEhQ,5,1,0,0,"So delicious! Great ambiance, lots of keto and gluten-free friendly options!  gotta get the tots!",02-10-2020 20:36,1
WlY4BKIHPRZLl5GceHbgSA,GLrZZjnySwL8yDccbf49KQ,Ei5HBqe012ImhqEr2ZH2gg,5,1,0,0,"It's tough to say this is the best pizza in Tucson when there are so many good places. But it's the best.  Worth the 45 minute drive from SE Tucson to get there.  Worth the wait. 
The on-site wood-fried oven is expertly manned by the owner, who turns around more pizza per human than I've ever seen. I love just sitting and waiting, smelling the deliciousness over a glass of wine, watching the well-oiled kitchen move pizzas faster than your eyes tell you is possible. 
There's many good joints around town. This is the best.",8/28/2020 2:14,1
ZET_i_plr_D_lpom6iizbQ,Dx-6Kt9urv0ohwKWe5UgVw,B10mqANgHvL8gBteo1UhAA,2,1,0,0,"The service and food is always good. We have been going here for years. We just recently went with a large party and their new ""large party policy"" is ridiculous. They required a $200 deposit when reserving that is NONREFUNDABLE. We understand that this holds the table and makes sure that large parties do not no show. However, when we paid for our check, they did not give us back the rest of the balance that was not used from the $200 and they did not let us use it towards a tip that we had to pay separately. They tried to force us to buy more food to make up the difference. There are some major flaws in this new policy and needs to be reevaluated. We will no longer come with a large party as they are not going to be very accommodating.",08-03-2021 00:42,0
qzgkws1aT_CtyQPwYuRFPA,pS0ECBtDkY-PfBh84ODqEg,Ei5HBqe012ImhqEr2ZH2gg,5,0,0,0,Delighted to find this great pizza down the road from where we were staying. Had to make a second trip because it was so good.,10-10-2020 05:46,1
ZsAzxel8YJSKaCKZb3peNg,yScewy9b2OBlnejpSuB4qg,Ei5HBqe012ImhqEr2ZH2gg,5,0,0,0,Tried this spot for the first time and it was amazing. From the olive oil with the bread to start to the Caesar salad to the pizza. The pizza was the best in Tucson 100%. You could tell the ingredients were fresh. The dough was perfectly baked as well. Highly recommend if you want to feel like you're in Italy!,08-03-2020 02:42,1
du1YX1tF17sHhssjM0ZPOQ,DQNo9FCR7wVAdSuWBj-0PQ,Ei5HBqe012ImhqEr2ZH2gg,5,0,0,0,"I ordered my pizza threw Grubhub and this was the first time trying this restaurant WOW it was so DELICIOUS!

I will certainly be ordering again from here .",08-03-2021 04:07,1
4aDjLokmfOkvJY-6NcWAmg,NnLSJjx7sXgKci-Qt58F-w,4UNrSbCu7rFsMOcU966a8g,1,0,0,0,"We've always get Papa Murphys pizza, even at the same location. Tonight's pizza was horrible. Hardly any toppings at all let alone sauce. We orderd regular crust and it was thin. So disappointed this time around. Even the staff were not very friendly and barely acknowledged me when I came to pick up. Worst service all the way around.",8/22/2020 3:15,0
XtQo2JnbTNAHSq0Vb8-Fqg,fqT5JQ4gzkFGetVBVTh4qQ,Ei5HBqe012ImhqEr2ZH2gg,5,0,0,0,"After months of searching after my beloved Dry River closed forever (RIP), I have found my new favorite pizza spot. This place is incredible! It's quite small and very cozy. We ordered a Caesar salad to split. Without even asking, the server (I forgot her name!) brought it out on two separate plates, which was very nice. It was one of the best Caesar salads I've ever had! For the pizza, we ordered the margherita DOP and added soppressata salami. It was amazing! The sauce was super flavorful and the crust was perfectly charred and slightly chewy, just the way I like it. The service was great and the two employees who helped us were very nice and knowledgeable. We will definitely be back!!",2/28/2020 2:45,1
aEOoQhODoi0aUiZfbl0p4A,ewqfKIIsJDZ_cFYd2IVKAQ,QdQpt47Xg6GXZfJm-Kaebw,1,0,0,0,"Placed an order on 4/27 for a medium Howies Special pizza, a small gluten free Works pizza minus black olives, Asian Howie wings and Buffalo Howie wings.

Not a complicated order, was made online; estimated time was 40 minutes. As we approached the two hour mark I tried calling the store. Sat waiting for 15 minutes waiting for someone to pick up before I gave up. Tried calling again five minutes later, same thing. My son tried and got the same thing. No one was answering at the store.

At two hours and twenty five minutes a delivery driver shows up with the food. I am not mean, I do not yell and I do not curse. I simply ask him why it took so long to get the food to us. He gives a sad excuse that really does not answer my question and says I need to call the store. I told him I would but no one is answering the phones at the store. He says something about this is why he isn't a manager anymore and beats a hasty retreat before I can ask or say anything else.

The food was cold. Nothing is sadder than a pizza that has sat closed in a box and allowed to cool off except for chicken wings that have sat wrapped in foil in a box and allow to cool off.

The pizza just sucked, the sauce was light on top of the fact that it was cold and the cheese was skimped on as well.

The wings were inedible. When you get chicken wings and they are fried or baked you expect them to be crispy. That is part of the experience of the wing that makes them so good.

The skin on these wings was like limp rubbery flesh. It was disgusting and there was no saving them at that point since the sauce was on them.

All and all the experience left a bad taste in our mouths. While I understand that places are slammed with the pandemic this is the time for them to shine, not slack. You either put out your best work or you go down in flames.

My business will go with someone else who can deliver a quality tasty (and edible) product next time.",05-02-2020 06:07,0
M_sijXfcxTUuhvjuF2TWfg,SgRDb6JbHVxE-WK1OcyQ_w,Y6heWJJ9AmEL58fZwgi9YQ,3,0,0,0,Expensive for just okay pizza. Tried it twice so far and the second time was better. I come from the Seattle area and good pizza is easy to find. Maybe I'm just jaded. Still looking.,3/31/2021 17:12,1
97hjtl6bpG_Zgkb4zLno7Q,izSdOEVSzmkRtzXMzQ2wUA,B10mqANgHvL8gBteo1UhAA,5,1,0,0,"Stepping into this restaurant feels like stepping into a classic old mom and pop Italian restaurant. Low lighting, fake grapes, checkered tablecloths. The food wasn't fancy but comforting. Service was quick and it felt like a restaurant you would go to for a special occasion, without the high price.",04-05-2020 18:15,1
Rsfk8oD5X56MxMfdDVpdaQ,Eep1pCr1zMqub16tYgUFgQ,Ei5HBqe012ImhqEr2ZH2gg,5,0,0,1,"Honestly, the best pizza in Tucson. Some of the best pizza I've ever even had & i'm from New York! Definitely worth the drive from campus to pick up a $6 pie every monday!",4/15/2020 23:47,1
wuV1OckmM2NMHKaRM2p9Ng,WZVmrnhewnkLcS4FlTkWsA,Ei5HBqe012ImhqEr2ZH2gg,5,0,0,0,STILL the best pizza in town!!! No contest. Their sauce is like the nectar of the Gods. Their crust is divine. Their toppings are fresh and their mozzarella is so good it's practically obscene. Oh Fiamme's! You have ruined me for all other pizza anywhere in Arizona as well as the entire West Coast. HANDS DOWN THE BEST!!! We will be back...,11-07-2020 03:24,1
2NgEh-PMKaMVIFMTvjsSkg,LUQELe311NB7-le5JE0w-w,Ei5HBqe012ImhqEr2ZH2gg,5,1,1,2,"Great pizza  with an abundant amount of thinly sliced prosciutto, mounds of arugula and doused in grated Parmesan atop to make for a delicious meal for two. Couldn't have asked for a better meal for two.",12/31/2020 12:05,1
FaSr5IaVZo3R8ELnw4ng_Q,nyzm8p57bg9IoaL9kpXk_A,Ei5HBqe012ImhqEr2ZH2gg,5,1,0,0,"We travel full time in our Motor Coach so we are constantly on the hunt for a Top Shelf Wood fired Pizza. Well we just added another to our ""favorites "" list. We ordered the Pizza Bianca but asked to have red sauce added and basil topped on our 18"" masterpiece. The crust was perfect as was our our server Ava. She flat out made our night so enjoyable and this is why we gave Fiamme full 5 stars. See y'all next time through. Mark and Peggy Baker",12-11-2020 13:16,1
VmDw3CzXU6ypNamPkCMdyw,ghcA63kBq-4VAsYO_mE1Lw,Ei5HBqe012ImhqEr2ZH2gg,5,1,0,0,"The pizza here was good and authentic. We placed an order online and they fulfilled it within the stated time. We got the Capricciosa and pizza was well-topped and cripsy. They were clearly extremely busy that evening, but they had an efficient operation set up and got us in and out super quickly. Would definitely eat here again.

Oh! One other thing - don't get the nutella dessert pizza. It would have been good but they put sugar on the dough and, in that hot oven, it got melted and then cooled into extremely hard chunks. Eating it was dangerous to your teeth.",5/17/2021 14:39,1
GxzVNMEH5xEuzqoompON1w,VOmIAUP-Bsf4TY_zwpTD4Q,Ei5HBqe012ImhqEr2ZH2gg,4,1,1,1,Delicious. We are in town and had a late night craving for pizza and something sweet. The Nutella pizza was just enough sweet and crunchy dough we needed. The pizzas were fresh and flavorful.,08-01-2020 04:09,1
vosIlq1HqHsKRi0C4OPY7A,7HCPJQ6bmuLV3ytDp9EvOQ,Ei5HBqe012ImhqEr2ZH2gg,3,0,0,0,"We ordered our pizza at the restaurant to take home but it took quite a long time to get it and it turned out it had been done and sitting there waiting for us for about 15 minutes even though we were sitting right next to their front door on their bench and we told them that's where we would be. And then add that to our ten minute drive back to our hotel and by then the pizza was cold. I have to assume that the pizza we got here would have been good if it had not been given to us by the time it was cold. Also the crust on one of them was black and burnt. We would be willing to try it again sometime but we were in town for only a couple of days.  They were very friendly when we ordered it and I felt like the prices were reasonable and the place was clean.  And though cold, the pizza seemed high quality.",11/16/2020 18:44,1
